index,SYMPTOMS,JACKFRUIT,SAMBONG,LEMON,JASMINE,MANGO,MINT,AMPALAYA,MALUNGGAY,GUAVA,LAGUNDI
399,Is there a remedy for ulcer,0,1,0,0,0,0,0,0,0,0
400,Is there a remedy for hepatoprotective,0,1,0,1,0,0,0,0,0,0
401,What herbal should I use with asthma,0,0,0,0,0,0,0,0,0,1
402,Is there a remedy for medicine,0,0,0,1,0,0,0,0,0,1
403,Herbal for infection,0,1,0,0,1,0,1,0,1,0
404,Herbal for tumor,0,1,0,0,0,0,0,0,0,0
405,Which natural remedy should I use for digestion,0,0,0,0,0,1,0,0,1,0
406,I need a herbal for skin problems,1,1,0,0,0,0,0,0,0,0
407,Is there a remedy for blood sugar,1,0,0,0,1,0,1,1,0,0
408,What herbal should I use with Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
409,Which natural remedy should I use for boost energy level,0,0,0,0,0,0,0,1,0,0
410,Which natural remedy should I use for anti-diabetic,1,0,0,0,1,0,1,0,0,0
411,My need concerns with lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
412,Is there a remedy for platelet aggregation,0,1,0,0,0,0,0,0,0,0
413,Is there a herbal for natural decongestant,0,0,0,0,0,1,0,0,0,0
414,Which natural remedy should I use for blood clotting,0,1,0,0,0,0,0,0,0,0
415,What herbal should I use with liver,0,1,0,1,0,0,1,0,0,0
416,I have relax muscle,0,1,0,0,0,0,0,0,0,0
417,Is there a herbal for weight management,0,0,0,0,0,0,1,0,0,0
418,I have sedative,0,0,1,1,0,0,0,0,0,0
419,Which natural remedy should I use for mental clarity,0,0,0,1,0,0,0,0,0,0
420,Herbal for mental clarity,0,0,0,1,0,0,0,0,0,0
421,Is there a herbal for kidney disease,0,1,0,0,0,0,0,0,0,0
422,Herbal for antitumor,0,1,0,0,0,0,0,0,0,0
423,Which natural remedy should I use for rhinorrhea,0,0,0,0,0,1,0,0,0,0
424,Is there a herbal for anemic,0,0,1,0,0,0,0,0,0,0
425,Herbal for healthy digestion,0,0,0,0,0,1,0,0,0,0
426,My need concerns with relaxing,0,0,1,1,0,0,0,0,0,0
427,Is there a herbal for rich in vitamins,0,0,0,0,0,0,1,1,0,0
428,Herbal for acute rhinitis,0,1,0,0,0,0,0,0,0,0
429,I need a herbal for skin damage,0,0,0,0,0,0,0,0,1,0
430,Is there a herbal for urinary tract infection,0,1,0,0,0,0,0,0,0,0
431,My need concerns with colds,0,1,0,0,0,0,0,0,0,0
432,My need concerns with anti-diabetic,1,0,0,0,1,0,1,0,0,0
433,My need concerns with skin burns,0,0,0,0,1,0,0,0,0,0
434,Which natural remedy should I use for tonsilitis,0,1,0,0,0,0,0,0,1,1
435,My need concerns with respiratory ailments,0,0,0,0,0,0,0,0,0,1
436,I need a herbal for dental issues,0,0,0,0,0,1,0,0,0,0
437,What herbal should I use with blood sugar control,0,0,0,0,0,0,0,1,1,0
438,Herbal for digestive discomfort,0,0,0,0,0,1,0,0,0,0
439,Is there a herbal for acute otitis media,0,1,0,0,0,0,0,0,0,0
440,Herbal for blood sugar control,0,0,0,0,0,0,0,1,1,0
441,I need a herbal for malnutrition,0,0,0,0,0,0,0,1,0,0
442,Is there a herbal for nasal congestion,0,1,0,0,0,1,0,0,0,1
443,My need concerns with anemic,0,0,1,0,0,0,0,0,0,0
444,Which natural remedy should I use for rich in micronutrients,1,0,0,0,0,0,0,0,0,0
445,Herbal for aromatherapy,0,0,0,0,0,1,0,0,0,0
446,Herbal for vitamin E,0,0,0,0,0,0,0,1,0,0
447,Is there a remedy for promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
448,I need a herbal for pregnancy,0,0,0,0,1,0,0,0,0,0
449,I have viral infection,1,0,0,0,0,0,0,0,0,0
450,Which natural remedy should I use for Vitamin C,1,0,1,0,1,0,0,0,1,0
451,My need concerns with rheumatism,0,1,0,0,0,0,0,0,0,0
452,I have radical damage,0,0,0,1,0,0,0,0,1,0
453,Is there a remedy for liver disease,0,0,0,1,0,0,0,0,0,0
454,Herbal for wound,0,1,0,0,0,0,0,0,1,0
455,My need concerns with prevent weight gain,0,0,1,0,0,0,0,0,0,0
456,Is there a herbal for tea,0,1,1,1,0,0,0,1,1,0
457,What herbal should I use with abdominal pain,0,0,0,1,0,0,0,0,0,0
458,Which natural remedy should I use for freshen breath,0,0,0,0,0,1,0,0,0,0
459,Which natural remedy should I use for rich in fiber,0,0,1,0,0,0,1,0,0,0
460,Is there a remedy for nausea,0,0,0,0,0,1,0,0,0,0
461,Is there a remedy for support fetal growth,0,0,0,0,1,0,0,0,0,0
462,Is there a herbal for indigestion,0,0,0,0,0,1,0,0,1,0
463,Is there a herbal for platelet aggregation,0,1,0,0,0,0,0,0,0,0
464,Herbal for kidney stones,0,1,1,0,0,0,0,0,0,0
465,What herbal should I use with respiratory tract infection,0,1,0,0,0,0,0,0,1,1
466,My need concerns with antitumor,0,1,0,0,0,0,0,0,0,0
467,I have cirrhosis,0,0,0,1,0,0,0,0,0,0
468,Herbal for pharyngitis,0,1,0,0,0,0,0,0,1,1
469,Herbal for bad breath,0,0,0,0,0,1,0,0,0,0
470,Which natural remedy should I use for anxiety,0,0,0,1,0,0,0,0,0,0
471,What herbal should I use with tonsilitis,0,1,0,0,0,0,0,0,1,1
472,Is there a remedy for spasm,0,1,1,0,0,0,0,0,0,0
473,I need a herbal for cough,0,1,0,0,0,1,0,0,1,1
474,I have boost energy level,0,0,0,0,0,0,0,1,0,0
475,Is there a remedy for lower cholesterol,0,0,1,0,0,0,0,0,0,0
476,Is there a remedy for upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
477,What herbal should I use with anemia,0,0,1,0,0,0,0,0,0,0
478,Which natural remedy should I use for skin burns,0,0,0,0,1,0,0,0,0,0
479,What herbal should I use with skin aging,0,0,0,0,0,0,0,0,1,0
480,Which natural remedy should I use for ulcers,1,0,0,0,0,0,0,0,0,0
481,Is there a herbal for relax muscle,0,1,0,0,0,0,0,0,0,0
482,Is there a remedy for natural decongestant,0,0,0,0,0,1,0,0,0,0
483,Herbal for high fiber,0,0,1,0,0,0,1,0,0,0
484,Which natural remedy should I use for stomach pain,0,1,0,0,0,1,0,0,0,0
485,My need concerns with bone problems,0,1,0,0,0,0,0,0,0,0
486,Is there a herbal for nausea,0,0,0,0,0,1,0,0,0,0
487,I have digestion,0,0,0,0,0,1,0,0,1,0
488,My need concerns with gut,0,0,1,0,0,0,0,0,0,0
489,Is there a herbal for wound infection,0,1,0,0,0,0,0,0,0,0
490,Is there a remedy for Vitamin C,1,0,1,0,1,0,0,0,1,0
491,What herbal should I use with gut,0,0,1,0,0,0,0,0,0,0
492,Is there a remedy for LBM,0,1,0,0,0,0,0,0,0,0
493,Herbal for cirrhosis,0,0,0,1,0,0,0,0,0,0
494,Is there a remedy for dental issues,0,0,0,0,0,1,0,0,0,0
495,Is there a remedy for viral infection,1,0,0,0,0,0,0,0,0,0
496,What herbal should I use with citric acid,0,0,1,0,0,0,0,0,0,0
497,Which natural remedy should I use for alkaloids,0,0,0,0,0,0,0,0,0,1
498,Which natural remedy should I use for liver,0,1,0,1,0,0,1,0,0,0
499,I need a herbal for abdominal pain,0,0,0,1,0,0,0,0,0,0
500,Herbal for diabetes,1,0,0,0,1,0,1,1,1,0
501,What herbal should I use with skin infection,0,0,0,0,1,0,0,0,0,0
502,My need concerns with digestion,0,0,0,0,0,1,0,0,1,0
503,What herbal should I use with wound,0,1,0,0,0,0,0,0,1,0
504,Herbal for acute rhinosinusitis,0,1,0,0,0,0,0,0,0,0
505,I have pharyngitis,0,1,0,0,0,0,0,0,1,1
506,Is there a remedy for lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
507,Which natural remedy should I use for laryngitis,0,1,0,0,0,0,0,0,1,1
508,Is there a herbal for dull hair,0,0,0,0,1,0,0,0,0,0
509,Which natural remedy should I use for tea,0,1,1,1,0,0,0,1,1,0
510,Is there a remedy for aromatherapy,0,0,0,0,0,1,0,0,0,0
511,I have flavonoids,1,0,0,0,0,0,0,1,1,1
512,Herbal for hair,0,0,0,0,1,0,0,0,0,0
513,Is there a herbal for liver pain,0,0,0,1,0,0,0,0,0,0
514,My need concerns with fever,0,1,0,0,0,0,0,0,0,1
515,Which natural remedy should I use for respiratory infection,0,1,0,0,0,0,0,0,1,1
516,Which natural remedy should I use for skin damage,0,0,0,0,0,0,0,0,1,0
517,What herbal should I use with respiratory ailments,0,0,0,0,0,0,0,0,0,1
518,Herbal for citric acid,0,0,1,0,0,0,0,0,0,0
519,Which natural remedy should I use for minerals,0,0,0,0,1,0,0,0,0,0
520,Is there a herbal for boost energy level,0,0,0,0,0,0,0,1,0,0
521,Is there a remedy for bad breath,0,0,0,0,0,1,0,0,0,0
522,Which natural remedy should I use for high blood pressure,1,1,0,0,1,0,0,0,0,0
523,I have malnutrition,0,0,0,0,0,0,0,1,0,0
524,What herbal should I use with relaxing,0,0,1,1,0,0,0,0,0,0
525,Which natural remedy should I use for wound healing,0,1,0,0,0,0,0,0,1,0
526,I need a herbal for high cholesterol,0,0,0,0,0,0,1,0,0,0
527,Herbal for source of B vitamins,1,0,0,0,0,0,0,0,0,0
528,I need a herbal for respiratory tract infection,0,1,0,0,0,0,0,0,1,1
529,I need a herbal for stress,0,0,0,1,0,0,0,1,0,0
530,Is there a herbal for liver,0,1,0,1,0,0,1,0,0,0
531,My need concerns with anemia,0,0,1,0,0,0,0,0,0,0
532,I have calm,0,0,0,1,0,1,0,0,0,0
533,My need concerns with platelet aggregation,0,1,0,0,0,0,0,0,0,0
534,What herbal should I use with skin problems,1,1,0,0,0,0,0,0,0,0
535,What herbal should I use with inflammation,1,1,0,1,0,0,0,1,0,1
536,What herbal should I use with liver disease,0,0,0,1,0,0,0,0,0,0
537,I have anti-diabetic,1,0,0,0,1,0,1,0,0,0
538,Herbal for boost energy level,0,0,0,0,0,0,0,1,0,0
539,I have anti-spasm,0,1,1,0,0,0,0,0,0,0
540,Is there a herbal for skin aging,0,0,0,0,0,0,0,0,1,0
541,What herbal should I use with cell repair,0,0,0,0,1,0,0,0,1,0
542,I have rhinorrhea,0,0,0,0,0,1,0,0,0,0
543,My need concerns with loose stools,0,1,0,0,0,0,0,0,0,0
544,I need a herbal for indigestion,0,0,0,0,0,1,0,0,1,0
545,What herbal should I use with hair,0,0,0,0,1,0,0,0,0,0
546,I have skin aging,0,0,0,0,0,0,0,0,1,0
547,I have healthy hair,0,0,0,0,1,0,0,0,0,0
548,What herbal should I use with bad breath,0,0,0,0,0,1,0,0,0,0
549,I need a herbal for asthma,0,0,0,0,0,0,0,0,0,1
550,I need a herbal for infection,0,1,0,0,1,0,1,0,1,0
551,Herbal for stress,0,0,0,1,0,0,0,1,0,0
552,What herbal should I use with cuts,0,1,0,0,0,0,0,0,0,0
553,I need a herbal for skincare,0,0,0,0,0,0,0,1,0,0
554,Is there a remedy for oral bacteria,0,0,0,0,0,1,0,0,0,0
555,Is there a herbal for Vitamin C,1,0,1,0,1,0,0,0,1,0
556,Is there a remedy for staph infection,0,0,0,0,1,0,0,0,0,0
557,My need concerns with liver disease,0,0,0,1,0,0,0,0,0,0
558,I need a herbal for relax muscle,0,1,0,0,0,0,0,0,0,0
559,What herbal should I use with joint problems,0,1,0,0,0,0,0,0,0,0
560,Is there a remedy for dull hair,0,0,0,0,1,0,0,0,0,0
561,I have ulcers,1,0,0,0,0,0,0,0,0,0
562,What herbal should I use with anti-diarrhea,0,1,0,0,0,0,0,0,0,0
563,Is there a remedy for cirrhosis,0,0,0,1,0,0,0,0,0,0
564,Is there a remedy for nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
565,My need concerns with nausea,0,0,0,0,0,1,0,0,0,0
566,I have natural decongestant,0,0,0,0,0,1,0,0,0,0
567,Which natural remedy should I use for high uric acid,0,1,0,0,0,0,0,0,0,0
568,Is there a remedy for muscle pain,0,1,0,0,0,0,0,0,0,1
569,What herbal should I use with alkaloids,0,0,0,0,0,0,0,0,0,1
570,What herbal should I use with rhinorrhea,0,0,0,0,0,1,0,0,0,0
571,My need concerns with respiratory infection,0,1,0,0,0,0,0,0,1,1
572,I have anemic,0,0,1,0,0,0,0,0,0,0
573,Herbal for refreshing,0,0,0,0,0,1,0,0,0,0
574,I have calcium,0,0,0,0,0,0,0,1,0,0
575,Is there a herbal for rich in potassium,1,0,0,0,0,0,0,0,0,0
576,I have muscle pain,0,1,0,0,0,0,0,0,0,1
577,My need concerns with immune system,1,0,0,1,1,0,1,0,1,0
578,Which natural remedy should I use for antioxidant,0,1,0,1,0,0,1,1,1,0
579,What herbal should I use with staph infection,0,0,0,0,1,0,0,0,0,0
580,What herbal should I use with dry cough,0,1,0,0,0,0,0,0,0,0
581,Is there a herbal for spasm,0,1,1,0,0,0,0,0,0,0
582,Is there a remedy for Alzheimerâ€™s disease,0,0,0,1,0,0,0,0,0,0
583,What herbal should I use with bloating,0,0,0,0,0,1,0,0,0,0
584,What herbal should I use with stomach discomfort,0,1,0,0,0,1,0,0,0,0
585,What herbal should I use with hyperglycemia,0,0,0,0,1,0,0,0,0,0
586,Herbal for anemic,0,0,1,0,0,0,0,0,0,0
587,Is there a remedy for heart disease,0,0,1,1,0,0,0,0,0,0
588,What herbal should I use with source of B vitamins,1,0,0,0,0,0,0,0,0,0
589,I have spasm,0,1,1,0,0,0,0,0,0,0
590,I have Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
591,Is there a remedy for heart problems,1,0,0,0,0,0,0,0,0,0
592,I need a herbal for UTI,0,1,0,0,0,0,0,0,0,0
593,Herbal for cancer,1,0,0,1,0,0,0,0,0,0
594,I have lower cholesterol,0,0,1,0,0,0,0,0,0,0
595,Is there a remedy for acute otitis media,0,1,0,0,0,0,0,0,0,0
596,I have citric acid,0,0,1,0,0,0,0,0,0,0
597,I have ulcer,0,1,0,0,0,0,0,0,0,0
598,My need concerns with heart disease,0,0,1,1,0,0,0,0,0,0
599,Is there a herbal for UTI,0,1,0,0,0,0,0,0,0,0
600,I need a herbal for calcium,0,0,0,0,0,0,0,1,0,0
601,Herbal for ligament problems,0,1,0,0,0,0,0,0,0,0
602,What herbal should I use with low calories,0,0,0,0,1,0,0,0,0,0
603,I need a herbal for cooling sensation,0,0,0,0,0,1,0,0,0,0
604,Is there a remedy for vitamin E,0,0,0,0,0,0,0,1,0,0
605,Herbal for liver disease,0,0,0,1,0,0,0,0,0,0
606,Which natural remedy should I use for skincare,0,0,0,0,0,0,0,1,0,0
607,I need a herbal for refreshing,0,0,0,0,0,1,0,0,0,0
608,Is there a remedy for relax muscle,0,1,0,0,0,0,0,0,0,0
609,Herbal for protein,0,0,0,0,0,0,0,1,0,0
610,I need a herbal for rich in vitamins,0,0,0,0,0,0,1,1,0,0
611,Herbal for skin infection,0,0,0,0,1,0,0,0,0,0
612,I need a herbal for lower cholesterol,0,0,1,0,0,0,0,0,0,0
613,Which natural remedy should I use for protein,0,0,0,0,0,0,0,1,0,0
614,I have respiratory infection,0,1,0,0,0,0,0,0,1,1
615,Is there a herbal for arthritis,0,1,0,0,0,0,0,0,0,0
616,My need concerns with relax muscle,0,1,0,0,0,0,0,0,0,0
617,My need concerns with minerals,0,0,0,0,1,0,0,0,0,0
618,Which natural remedy should I use for cell repair,0,0,0,0,1,0,0,0,1,0
619,What herbal should I use with pregnancy,0,0,0,0,1,0,0,0,0,0
620,My need concerns with lower cholesterol,0,0,1,0,0,0,0,0,0,0
621,Herbal for constipation,1,0,0,0,0,0,0,0,0,0
622,Is there a remedy for weight loss,0,0,0,0,0,0,1,0,0,0
623,My need concerns with anti-melanogenic,1,1,0,0,0,0,0,0,0,0
624,I have infection,0,1,0,0,1,0,1,0,1,0
625,Is there a remedy for tea,0,1,1,1,0,0,0,1,1,0
626,I have Vitamin C,1,0,1,0,1,0,0,0,1,0
627,Herbal for weight loss,0,0,0,0,0,0,1,0,0,0
628,I need a herbal for gut,0,0,1,0,0,0,0,0,0,0
629,Is there a remedy for gut,0,0,1,0,0,0,0,0,0,0
630,My need concerns with hair,0,0,0,0,1,0,0,0,0,0
631,My need concerns with stomach pain,0,1,0,0,0,1,0,0,0,0
632,Is there a remedy for acute rhinitis,0,1,0,0,0,0,0,0,0,0
633,What herbal should I use with skin damage,0,0,0,0,0,0,0,0,1,0
634,Herbal for anti-obesity,0,1,0,0,0,0,0,0,0,0
635,I need a herbal for urinary tract,0,1,0,0,0,0,0,0,0,0
636,Which natural remedy should I use for fiber,1,0,1,0,0,0,0,0,1,0
637,My need concerns with blood sugar,1,0,0,0,1,0,1,1,0,0
638,Which natural remedy should I use for skin infection,0,0,0,0,1,0,0,0,0,0
639,Is there a remedy for high uric acid,0,1,0,0,0,0,0,0,0,0
640,Is there a herbal for iron,0,0,1,0,0,0,0,1,0,0
641,Herbal for cold,0,0,0,0,0,1,0,0,0,1
642,What herbal should I use with ligament problems,0,1,0,0,0,0,0,0,0,0
643,Is there a herbal for calm,0,0,0,1,0,1,0,0,0,0
644,What herbal should I use with iron,0,0,1,0,0,0,0,1,0,0
645,Herbal for UTI,0,1,0,0,0,0,0,0,0,0
646,Is there a remedy for rhinitis,0,1,0,0,0,1,0,0,0,0
647,Is there a herbal for tumor,0,1,0,0,0,0,0,0,0,0
648,My need concerns with stress,0,0,0,1,0,0,0,1,0,0
649,What herbal should I use with hepatoprotective,0,1,0,1,0,0,0,0,0,0
650,Is there a remedy for mental clarity,0,0,0,1,0,0,0,0,0,0
651,Is there a herbal for hepatitis,0,1,0,1,0,0,0,0,0,0
652,I have minerals,0,0,0,0,1,0,0,0,0,0
653,What herbal should I use with upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
654,Which natural remedy should I use for skin aging,0,0,0,0,0,0,0,0,1,0
655,I have obesity,0,1,0,0,0,0,0,0,0,0
656,I have vitamin C,0,0,0,0,0,0,0,1,0,0
657,Is there a herbal for infection,0,1,0,0,1,0,1,0,1,0
658,Is there a remedy for Vitamin A,0,0,0,0,1,0,0,0,0,0
659,I have rich in vitamins,0,0,0,0,0,0,1,1,0,0
660,I need a herbal for relaxing,0,0,1,1,0,0,0,0,0,0
661,My need concerns with alkaloids,0,0,0,0,0,0,0,0,0,1
662,What herbal should I use with viral infection,1,0,0,0,0,0,0,0,0,0
663,What herbal should I use with nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
664,Is there a herbal for skin damage,0,0,0,0,0,0,0,0,1,0
665,Which natural remedy should I use for insect bites,0,0,0,0,0,0,0,0,0,1
666,Which natural remedy should I use for digestive discomfort,0,0,0,0,0,1,0,0,0,0
667,Herbal for insect bites,0,0,0,0,0,0,0,0,0,1
668,My need concerns with natural decongestant,0,0,0,0,0,1,0,0,0,0
669,Is there a remedy for flavonoids,1,0,0,0,0,0,0,1,1,1
670,What herbal should I use with low calorie count,1,0,0,0,0,0,0,0,0,0
671,I have staph infection,0,0,0,0,1,0,0,0,0,0
672,What herbal should I use with calm,0,0,0,1,0,1,0,0,0,0
673,I have laryngitis,0,1,0,0,0,0,0,0,1,1
674,Is there a herbal for inflammation,1,1,0,1,0,0,0,1,0,1
675,I have hyperglycemia,0,0,0,0,1,0,0,0,0,0
676,I need a herbal for high blood pressure,1,1,0,0,1,0,0,0,0,0
677,Herbal for promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
678,Is there a remedy for anemia,0,0,1,0,0,0,0,0,0,0
679,Herbal for relaxing,0,0,1,1,0,0,0,0,0,0
680,My need concerns with rich in micronutrients,1,0,0,0,0,0,0,0,0,0
681,I need a herbal for calm,0,0,0,1,0,1,0,0,0,0
682,Which natural remedy should I use for sore throat,0,0,0,0,0,1,0,0,0,1
683,I have tea,0,1,1,1,0,0,0,1,1,0
684,Is there a herbal for cell growth,0,0,0,0,1,0,0,0,1,0
685,Herbal for hyperglycemia,0,0,0,0,1,0,0,0,0,0
686,My need concerns with insect bites,0,0,0,0,0,0,0,0,0,1
687,I have upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
688,Which natural remedy should I use for cirrhosis,0,0,0,1,0,0,0,0,0,0
689,I need a herbal for liver pain,0,0,0,1,0,0,0,0,0,0
690,Is there a herbal for prevent weight gain,0,0,1,0,0,0,0,0,0,0
691,My need concerns with wound infection,0,1,0,0,0,0,0,0,0,0
692,Is there a remedy for skin,0,0,0,0,1,0,0,0,1,1
693,I have source of B vitamins,1,0,0,0,0,0,0,0,0,0
694,I need a herbal for ligament problems,0,1,0,0,0,0,0,0,0,0
695,Is there a remedy for rich in potassium,1,0,0,0,0,0,0,0,0,0
696,Is there a remedy for alkaloids,0,0,0,0,0,0,0,0,0,1
697,My need concerns with spasm,0,1,1,0,0,0,0,0,0,0
698,I have gut problems,1,0,0,0,0,0,0,0,0,0
699,What herbal should I use with LBM,0,1,0,0,0,0,0,0,0,0
700,Is there a remedy for acute rhinosinusitis,0,1,0,0,0,0,0,0,0,0
701,I have support fetal growth,0,0,0,0,1,0,0,0,0,0
702,Is there a remedy for blood sugar control,0,0,0,0,0,0,0,1,1,0
703,What herbal should I use with gut problems,1,0,0,0,0,0,0,0,0,0
704,I have antitumor,0,1,0,0,0,0,0,0,0,0
705,I need a herbal for low calorie count,1,0,0,0,0,0,0,0,0,0
706,What herbal should I use with rich in iron,0,0,1,0,1,0,0,0,0,0
707,What herbal should I use with promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
708,I need a herbal for wound infection,0,1,0,0,0,0,0,0,0,0
709,I need a herbal for platelet aggregation,0,1,0,0,0,0,0,0,0,0
710,Herbal for stroke,0,0,1,0,0,0,0,0,0,0
711,I need a herbal for anti-diabetic,1,0,0,0,1,0,1,0,0,0
712,I have fiber,1,0,1,0,0,0,0,0,1,0
713,Herbal for nausea,0,0,0,0,0,1,0,0,0,0
714,Is there a remedy for digestive enzymes,0,0,0,0,0,1,0,0,0,0
715,Is there a herbal for source of B vitamins,1,0,0,0,0,0,0,0,0,0
716,I need a herbal for cell growth,0,0,0,0,1,0,0,0,1,0
717,What herbal should I use with protein,0,0,0,0,0,0,0,1,0,0
718,Is there a herbal for skincare,0,0,0,0,0,0,0,1,0,0
719,Which natural remedy should I use for cancer,1,0,0,1,0,0,0,0,0,0
720,I need a herbal for skin burns,0,0,0,0,1,0,0,0,0,0
721,Is there a herbal for blood clotting,0,1,0,0,0,0,0,0,0,0
722,Herbal for staph infection,0,0,0,0,1,0,0,0,0,0
723,Herbal for urinary tract infection,0,1,0,0,0,0,0,0,0,0
724,Is there a remedy for pregnancy,0,0,0,0,1,0,0,0,0,0
725,Is there a remedy for respiratory tract infection,0,1,0,0,0,0,0,0,1,1
726,What herbal should I use with stroke,0,0,1,0,0,0,0,0,0,0
727,Which natural remedy should I use for spasm,0,1,1,0,0,0,0,0,0,0
728,I have tonsilitis,0,1,0,0,0,0,0,0,1,1
729,My need concerns with promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
730,I need a herbal for source of B vitamins,1,0,0,0,0,0,0,0,0,0
731,Herbal for oral bacteria,0,0,0,0,0,1,0,0,0,0
732,Which natural remedy should I use for anti-obesity,0,1,0,0,0,0,0,0,0,0
733,What herbal should I use with anti-melanogenic,1,1,0,0,0,0,0,0,0,0
734,What herbal should I use with antitumor,0,1,0,0,0,0,0,0,0,0
735,Is there a herbal for alkaloids,0,0,0,0,0,0,0,0,0,1
736,Is there a remedy for hyperglycemia,0,0,0,0,1,0,0,0,0,0
737,My need concerns with cell repair,0,0,0,0,1,0,0,0,1,0
738,I have stroke,0,0,1,0,0,0,0,0,0,0
739,Is there a herbal for respiratory ailments,0,0,0,0,0,0,0,0,0,1
740,I have urinary tract,0,1,0,0,0,0,0,0,0,0
741,Is there a remedy for calm,0,0,0,1,0,1,0,0,0,0
742,What herbal should I use with muscle pain,0,1,0,0,0,0,0,0,0,1
743,What herbal should I use with urinary tract,0,1,0,0,0,0,0,0,0,0
744,Which natural remedy should I use for ligament problems,0,1,0,0,0,0,0,0,0,0
745,Is there a remedy for cold,0,0,0,0,0,1,0,0,0,1
746,I have wound healing,0,1,0,0,0,0,0,0,1,0
747,I need a herbal for blood sugar,1,0,0,0,1,0,1,1,0,0
748,What herbal should I use with blood clotting,0,1,0,0,0,0,0,0,0,0
749,Is there a herbal for migraine,0,0,0,0,0,1,0,0,0,0
750,Herbal for wound infection,0,1,0,0,0,0,0,0,0,0
751,Herbal for nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
752,Herbal for dysentery,0,0,0,1,0,0,0,0,1,0
753,Which natural remedy should I use for blood sugar control,0,0,0,0,0,0,0,1,1,0
754,What herbal should I use with radical damage,0,0,0,1,0,0,0,0,1,0
755,I need a herbal for liver,0,1,0,1,0,0,1,0,0,0
756,Is there a herbal for low calories,0,0,0,0,1,0,0,0,0,0
757,Herbal for kidney disease,0,1,0,0,0,0,0,0,0,0
758,My need concerns with cirrhosis,0,0,0,1,0,0,0,0,0,0
759,Is there a herbal for acute rhinitis,0,1,0,0,0,0,0,0,0,0
760,Which natural remedy should I use for indigestion,0,0,0,0,0,1,0,0,1,0
761,Is there a remedy for tonsilitis,0,1,0,0,0,0,0,0,1,1
762,Herbal for alkaloids,0,0,0,0,0,0,0,0,0,1
763,Is there a remedy for sedative,0,0,1,1,0,0,0,0,0,0
764,Is there a remedy for citric acid,0,0,1,0,0,0,0,0,0,0
765,Which natural remedy should I use for prevent weight gain,0,0,1,0,0,0,0,0,0,0
766,My need concerns with anti-diarrhea,0,1,0,0,0,0,0,0,0,0
767,I need a herbal for Alzheimerâ€™s disease,0,0,0,1,0,0,0,0,0,0
768,My need concerns with iron,0,0,1,0,0,0,0,1,0,0
769,My need concerns with antioxidant,0,1,0,1,0,0,1,1,1,0
770,Is there a herbal for malnutrition,0,0,0,0,0,0,0,1,0,0
771,Which natural remedy should I use for headaches,0,0,0,0,0,1,0,0,0,0
772,I have urinary tract infection,0,1,0,0,0,0,0,0,0,0
773,I need a herbal for healthy digestion,0,0,0,0,0,1,0,0,0,0
774,What herbal should I use with acute rhinitis,0,1,0,0,0,0,0,0,0,0
775,Herbal for respiratory infection,0,1,0,0,0,0,0,0,1,1
776,What herbal should I use with rich in minerals,0,0,0,0,0,0,1,0,0,0
777,I have tumor,0,1,0,0,0,0,0,0,0,0
778,Is there a remedy for dysentery,0,0,0,1,0,0,0,0,1,0
779,I have skin,0,0,0,0,1,0,0,0,1,1
780,Which natural remedy should I use for vitamin C,0,0,0,0,0,0,0,1,0,0
781,Herbal for high uric acid,0,1,0,0,0,0,0,0,0,0
782,Is there a remedy for wound,0,1,0,0,0,0,0,0,1,0
783,I need a herbal for dysentery,0,0,0,1,0,0,0,0,1,0
784,I need a herbal for blood sugar control,0,0,0,0,0,0,0,1,1,0
785,My need concerns with protein,0,0,0,0,0,0,0,1,0,0
786,I need a herbal for sore throat,0,0,0,0,0,1,0,0,0,1
787,Is there a herbal for healthy digestion,0,0,0,0,0,1,0,0,0,0
788,Which natural remedy should I use for viral infection,1,0,0,0,0,0,0,0,0,0
789,I have alkaloids,0,0,0,0,0,0,0,0,0,1
790,Which natural remedy should I use for acute rhinitis,0,1,0,0,0,0,0,0,0,0
791,Herbal for medicine,0,0,0,1,0,0,0,0,0,1
792,Is there a remedy for nasal congestion,0,1,0,0,0,1,0,0,0,1
793,I have low calories,0,0,0,0,1,0,0,0,0,0
794,My need concerns with heart problems,1,0,0,0,0,0,0,0,0,0
795,I need a herbal for anemia,0,0,1,0,0,0,0,0,0,0
796,I have muscle pain,0,1,0,0,0,0,0,0,0,1
797,Is there a herbal for high fiber,0,0,1,0,0,0,1,0,0,0
798,Is there a herbal for healthy hair,0,0,0,0,1,0,0,0,0,0
799,My need concerns with upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
